company_name,job_title,company_location,company_rating,salary,job_type,job_desc,apply_link
IntelliBridge LLC,Business Analyst,,4.3 out of 5,,Full time,"Business Analyst Title: Business Analyst Clearance: Public Trust clearance will be applied for upon acceptance Location: Remote  Overview: IntelliBridge is an award-winning national security company looking for a Business Analyst to support an agile software development team. You will work closely with the development team and client to support our contract with the U. S. Customs and Immigration Service (USCIS). As a Business Analyst at IntelliBridge, you will be part of an integrated project team delivering scalable and secure solutions. You will use user-centered and agile methodologies to build and continuously deploy server and client-side solutions. You will perform in AWS cloud environment to manage and refine requirements, create reports, test software, support and facilitate various engagements/demos. As a member of a project delivery team, you will collaborate with project and product managers, user experience designers, and developers. Your efforts will directly serve and assist end-users. Your work will be produced in the context of IntelliBridge’s DevSecOps practices, including but not limited to continuous development, deployment, integration, and monitoring. As a direct employee of IntelliBridge, you would receive a benefit package that includes health/dental/vision insurance coverage, 401K with company match, PTO & paid holidays, and annual tuition/training assistance. For more information, please visit our website.  Clearance:  Responsibilities/Duties: Required Qualifications:  Desired Qualifications:  About Us: IntelliBridge delivers IT strategy, cloud, cybersecurity, application, data and analytics, enterprise IT, intelligence analysis, and mission operation support services to accelerate technical performance and efficiency for Defense, Civilian, and National Security & Federal Law Enforcement clients. ",https://www.indeed.com/cmp/Intellibridge?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stjpjsgoqu800&fromjk=d5fcd7738e93e5d9
Wipro,Business Analyst,,3.8 out of 5,"$40,000 - $50,000 a year",Full time,"Who We Are Wipro is continuing to grow in 2024! More opportunity for advancement too! Wipro is a leading, publicly traded, global IT Solutions and Services company with over 200,000 dedicated employees serving clients across multiple continents and over sixty countries. Wipro is seeking individuals who combine excellent customer service and problem-solving skills with the ability to function effectively as part of a team or on an individual basis to bring their talent to our team. We offer a strong compensation package that includes competitive pay and day one benefits. Wipro also offers many opportunities for career advancement within our engaging and exciting culture. Benefit Configuration Analyst The Benefit Analyst is a member of a cross functional team of business experts tasked to work independently and collectively to manage the configuration of various functions within a core medical and dental claims administrative platform. The analyst will play a key role in obtaining and analyzing requirements, configuring the system components and reviewing/validating the configuration with the Business owners to ensure requirements and quality goals are met. Provides analysis and documentation that support configuration, design, requirements, testing and audits. Provides support for activities related to training and communication of configuration and system capabilities. Support overall system enhancements in design and testing. Participates in client meetings representing Benefit Configuration for full understanding of client intent. Works closely with Carriers and Internal Management to identify and implement new procedures and processes to improve department efficiencies or as instructed by the Carrier. Participates and facilitates meetings to support decision making, enhancements, problem solving and process improvement. Answers inquiries from clients, claims and customer service. Documents policy and procedures. Contributes towards daily departmental performance and service level guarantees and achieve individual performance goals around accuracy and timeliness. Strong understanding of benefit configuration and claims examining. 5-7 years of experience in insurance industry. Strong CPT/HCPCS Procedure code, revenue code and ICD 10 knowledge. High aptitude for working with numbers. Ability to coordinate activities with team members. Ability to multi-task, adapt to change, manage shifting priorities and meet timelines. Possesses excellent interpersonal and communication skills. Detailed knowledge of all medical claim coding requirements. Strong attention to detail, analytical skills and problem-solving skills. Must have solid work ethic and positive demeanor. Strong computer knowledge. Efficient with Microsoft Office products. Job Type: Full-time Pay: $40,000.00 - $50,000.00 per year Benefits: Experience level: Schedule: Application Question(s): Education: Experience: Work Location: Remote",https://www.indeed.com/cmp/Wipro?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stjvm6i9sr800&fromjk=6757df769dfc693a
Apria Healthcare LLC,Realtime Analyst - Workforce Management,"Phoenix, AZ 85003",3.0 out of 5,,Full time,"At Owens & Minor, we are a critical part of the healthcare process. As a Fortune 500 company with 50+ facilities across the US and 18,000 teammates in over 90 countries, we provide integrated technologies, products and services across the full continuum of care. Customers—and their patients—are at the heart of what we do.  Our mission is to empower our customers to advance healthcare, and our success starts with our teammates.  Owens & Minor teammate benefits include:  This is a frontline entry level position into Apria’s Work Force Management Team which supports the Customer Care Center operations. The primary focus of the position is Real Time Monitoring of the call center agents to focus on meeting establish protocols and properly servicing our Apria’s customers.  DESCRIPTION:  QUALIFICATIONS:  Physical Demands: The physical demands described here are representative of those that must be considered by an teammate to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  If you feel this opportunity could be the next step in your career, we encourage you to apply. This position will accept applications on an ongoing basis.  Owens & Minor is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, sex, sexual orientation, genetic information, religion, disability, age, status as a veteran, or any other status prohibited by applicable national, federal, state or local law.",https://www.indeed.com/cmp/Apria-Healthcare?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stk61ch3m5802&fromjk=3534befa9ed607a8
,"Business Analyst - Brampton, ON",United States,,,,Key Duties & Accountabilities (Primary responsibilities & quantifiable measurements)  Essential Functions (Essential/secondary functions that support the primary responsibilities) Educational/Training Requirements/Experience (What your background should look like),
Supernal,Data Analyst,"Washington, DC",2.5 out of 5,"$102,900 - $125,900 a year",,"Rise above. Are you ready to take human possibility to a new dimension with us? Supernal is an Advanced Air Mobility (AAM) company that's developing an electric vertical take-off and landing (eVTOL) vehicle and the ground-to-air ecosystem to support the emerging industry. By creating a sustainable, integrated, and human-centered ecosystem, we are committed to taking a thoughtful and responsible approach to entering the AAM market with a product that meets the high level of safety and reliability in today's air transportation system. The future of mobility starts with people. We believe in creative thinking and collaboration to help build a better mobility experience for everyone, improving people's ability to move – whether for work or play. Join our dynamic team as we strive to be a part of something greater where potential powers tomorrow! Supernal provides an inviting open-space workplace designed to foster collaboration, which aligns with one of our core values. This position is required to work on-site 5 days a week. The Data Analyst will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the team. They will work closely with multi-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain valuable input on their areas. The Data Analyst will be responsible for entering and ensuring the data's accuracy into the HRIS system on record and any ancillary HR systems. Click HERE or visit: https://jobs.supernal.aero/benefits to view our benefits!  Any offer of employment is conditioned upon the successful completion of a background check. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, citizenship, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other category or class protected under applicable federal, state or local law. Individuals with disabilities may request a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation at: ta-support@supernal.aero This position may include access to certain technology and/or software source code subject to U.S. export controls laws and regulations. If an export authorization from an applicable US regulatory agency is required in connection with your employment, your employment is contingent upon Supernal's receipt of such regulatory authorization(s) and your continued compliance with all conditions and limitations pursuant to such authorization(s). ",https://www.indeed.com/cmp/Supernal-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stkisbi0jv801&fromjk=112b2b0fcbf41af3
Farallon Consulting LLC,Environmental Data Analyst,Washington State,2.6 out of 5,"$60,000 - $90,000 a year",Full time," Farallon Consulting, L.L.C. has a full-time opening for a full-time Environmental Data Analyst. This can be a remote position from approved locations in the Pacific time zone or based out of any of our West Coast offices. About us Farallon’s outstanding reputation for resolving challenges on a broad array of environmental projects is the result of the expertise and dedication of highly motivated professionals working toward a common goal. To build on this reputation, Farallon is committed to attracting high-quality people and retaining them for the long term. Farallon provides an integrated suite of environmental consulting services to a wide range of private- and public-sector clients. Specialty areas include environmental due diligence, site characterization, engineering and remediation services, stormwater management, and mediation and litigation support. The firm is headquartered in Issaquah, Washington, with offices in Seattle, Gig Harbor, Wenatchee, and Bellingham, Washington; Portland and Baker City, Oregon; and Oakland, and Irvine, California. What we are looking for We are looking for an Environmental Data analyst who will work with Farallon’s scientists and engineers to review and manage environmental data for environmental reporting using EQuIS, SQL Server Management Studio, and Microsoft Office. The position will consist of full-time data management including data upload and retrieval to cloud-hosted relational databases, performing quality control on laboratory data, and generating summaries of results. What’s in it for you? What you will be doing at Farallon: What you will need to succeed: Ideally, you’ll also have: Don’t meet every single requirement for the role? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. At Farallon, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles with our firm. Pay Range Our best estimate of the base salary range for this position, is $60,000 – $90,000. Compensation offered will be based on a variety of individual factors, including education and experience, as well as internal equity. Farallon reviews and updates salary ranges annually, and employees are eligible for pay increases based on individual performance. The typical base salary range for this position is just one component of Farallon’s total compensation package for our employee-owners. Benefits We are proud of the benefits we offer to our employee-owners, including: Apply for Environmental Data Analyst If you would like to be considered for this position with the Farallon team, submit a resume online at http://www.farallonconsulting.com/careers/current-openings. Farallon Consulting, L.L.C. is an EEO employer and all qualified candidates will receive consideration without regard to race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing.",https://www.indeed.com/cmp/Farallon-Consulting?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stkos8h3n7800&fromjk=d2c13b234edba1f4
AHU Technologies Inc,Curam Business Analyst,,,$70 an hour,Full time,This is a remote position.,https://www.indeed.com/cmp/Ahu-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stkv2m24ek000&fromjk=006144290cbcdcb7
Pratt Industries,Business Analyst,"Conyers, GA 30013",3.1 out of 5,,,"Business Analyst Responsibilities: Knowledge and Experience: Requirements Preferred Skills Pratt Industries provides equal employment opportunities to applicants and employees without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability.",https://www.indeed.com/cmp/Pratt-Industries?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stl5qeg07b80a&fromjk=a2a26959dc87c71d
American Unit Inc,Business Analyst,"14 1/2 Bierce Street, Austin, TX 78701",,$60 - $65 an hour,Contract,"Technical Business Analyst - SAS(Statistical Analysis System)Client Name:Texas Comptroller of Public AccountsPosition Working Title: Technical Business AnalystC2C Rate : $65/Hr C2CEstimated Start Date: 07/16/24Number of positions requested: 1Number of estimated hours per worker: 1920ON-SITE POSITION - LOCALS ONLY - AUSTIN, TX or surrounding areas. ( Maximum 1-2 Hour Drive Distance From Austin Texas )NOTE : We Can Submit Candidates Any where From Texas - As Long as they are Ok For Onsite How We Can Close the Position: Experience with SAS (Statistical Analytical System) programming : Minimum 5 Years MustExperience with Oracle (18+) data warehousing development : Minimum 5 Years MustExperience with Oracle database programming (SQL, TSQL, PL/SQL, BTEQ) : Minimum 5 Years MustPublic sector experience (Federal, State or Local Government) : Minimum 5 Years Must ( Any State Client Projects ) Description of Job Duties: As a Technical Business Analyst, the candidate must align information technology systems with business operations by analyzing, recommending, and developing innovative reporting solutions. The candidate will work with Information Technology and Business resources to discover, analyze, and inventory legacy reports including but not limited to SAS(Statistical Analysis System) routines. The position requires the ability to clearly document and communicate processes/requirements to both Business and Technical resources. The Candidate duties include the following: Coordinate and facilitate business stakeholder meetings to discover, analyze, inventory, document legacy reports including, but not limited, to SAS routines.Collect and document requirements in organized mannerAssist in the evaluation of technical solutions and make recommendations based on sound reasoning.Follow software development processes, prepare detailed technical documentation, and generate work estimates in an SDLC environment.Work both independently and as part of project team interacting with product owners, internal/external stakeholders, applications, and other Business Intelligence/Data Warehouse staff to discover, analyze, inventory, document and assist in implementing solution.Provide guidance and knowledge sharing to existing development staff. Work Location (full address with zip code): 111 E 17th Street Austin, Texas 78711 Work Hours Start Time: 8:00 Work Hours End Time: 5:00Other Special Requirements: Must be able to: work with Business Customers, Section Managers, Project Managers, Business Analysts and Subject Matter Experts (SMEs) in a professional and collaborative manner to design strategies and implementation approacheswork with the Data Warehouse, Database Administration, and Business Intelligence Teams in a professional and collaborative manner to ensure that data models comply with organizational standardsprepare all required artifacts accurately and in a timely fashiondevelop processes and procedures for Data Warehouse and Business Intelligence infrastructurework independently in a team environment with local and remote teams Must possess strong written, verbal, and interpersonal communication skillsknowledge of project management methodologies both traditional and Agile/Scrum problem-solving skills and ability to multi-task with readiness to put in extra efforts when necessary Additional Terms and Conditions: Candidates must be submitted with their legal name that match their Driver’s License/ID Card or US Government document The selected contractor(s) will be required to come in person to the LBJ Building to obtain CPA equipment, badge, and initial assignments. CPA will not pay or reimburse travel expenses. Requirements: Expertise in requirement gathering, customer engagement, customer communication and project managementExperience with data warehousing design/developmentExperience developing detailed technical documentationExperience documenting solutions and accurately conveying to technical SMEsExperience with SAS (Statistical Analytical System) programmingExperience with data warehouse architecture standards, process, and methodology, with good knowledge of data integration, data quality, multi-dimensional design and ETL toolsIdentify, create, and participate in the implementation of business process improvements and systems that deliver tangible valueExperience with Agile development experience with Scrum, KanbanExperience understanding complex issues and facilitating resolutionExperience with highly complex application security requirementsExperience with Oracle (18+) data warehousing developmentExperience with Oracle database programming (SQL, TSQL, PL/SQL, BTEQ)Public sector experience (Federal, State or Local Government)Proficient with the Microsoft Office products, including Outlook, TEAMS, Microsoft Project, Word, Visio, Excel, and PowerPoint Job Type: Contract Pay: $60.00 - $65.00 per hour Benefits: Experience level: Schedule: Experience: Ability to Commute: Work Location: In person",https://www.indeed.com/cmp/American-Unit-Inc-70020748?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stlbr5g07b800&fromjk=758eb5822b8bd7f8
Ensunet Technology Group,Analyst-Banking/Finance (IT Generalist),"Boston, MA",,,Full time,"Location: Boston, MA Mode of Work: Remote with TravelType: Full-timeHiring Decision Timeline: 8-12 weeks Pay Range: DOE, exempt, and salaried ***Please note: While this role is remote, the candidate must be local to Boston, MA. About the Role: Ensunet Technology Group is seeking 2-3 motivated Analysts with a background in banking and finance to join our team. As IT Generalists, the successful candidates will support various aspects of technology within the banking and finance sectors, contributing to the development and maintenance of systems, applications, and processes critical to our operations. Key Responsibilities: · Systems Analysis: Collaborate with stakeholders to gather and analyze requirements, identify opportunities for process improvement, and recommend technology solutions that meet business needs. · Application Support: Provide technical support for banking and finance applications, including troubleshooting issues, resolving user queries, and coordinating with vendors for system enhancements and upgrades. · Data Analysis: Extract, manipulate, and analyze data from various sources to generate insights and support decision-making within the organization. · Project Coordination: Assist in project planning, scheduling, and coordination activities, ensuring projects are delivered on time and within budget. · Documentation: Create and maintain documentation related to systems, processes, and procedures, ensuring accuracy and completeness. · Quality Assurance: Conduct testing and validation of systems and applications to ensure they meet functional and performance requirements. · Training and Knowledge Transfer: Provide training and knowledge transfer to end-users and colleagues, ensuring they have the necessary skills and understanding to effectively utilize technological solutions. Qualifications: · Education: Bachelor’s degree in computer science, Information Technology, Finance, or related field. · Experience: Previous experience in banking and finance is preferred but not required. Entry-level candidates are welcome to apply. · Technical Skills: Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). Familiarity with banking and finance applications and systems is a plus. · Analytical Skills: Strong analytical and problem-solving skills, with the ability to gather and interpret data to inform decision-making. · Communication Skills: Excellent verbal and written communication skills, with the ability to effectively communicate technical information to non-technical stakeholders. · Team Player: Collaborative attitude and willingness to work in a team-oriented environment. Ability to build relationships and work effectively with colleagues across departments. · Adaptability: Ability to adapt to changing priorities and work effectively in a fast-paced environment. · Attention to Detail: Strong attention to detail and accuracy in work output. Why Join Us: · Opportunity for Growth: Gain valuable experience and develop your skills in the dynamic and fast-paced banking and finance industry. · Collaborative Environment: Work alongside experienced professionals who are dedicated to delivering high-quality solutions and driving business success. · Professional Development: Access to training and development opportunities to support your career growth and advancement within the organization. Application Process: Interested candidates are encouraged to apply with their updated resume and a cover letter detailing their relevant experience and why they are a good fit for this role. The hiring process will take approximately 8-12 weeks, and we will keep candidates informed at each stage. Job Type: Full-time Location: Work Location: Remote",https://www.indeed.com/cmp/Ensunet-Technology-Group-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stli9bi0gm801&fromjk=dcbe320da51fc1a6
Edupoint Educational Systems LLC,K-12 Business Analyst - EdTech,"1955 South Val Vista Drive, Mesa, AZ 85204",3.4 out of 5,,,"THIS ROLE IS NOT ELIGIBLE FOR SPONSORSHIP K-12 Education Technology Industry experience is highly preferred! Job Purpose: The primary purpose of the State Reporting Code Business Analyst (SRC BA) is to work with state and federal agencies to ensure Edupoint’s K-12 education software products meet federal and state mandates. Job Summary: The SRC BA is responsible to work with federal and state agencies as well as customer representatives and Edupoint internal staff to conduct and document business and software product analyses. The SRC BA will also develop detailed functional specification design documentation in support of Edupoint’s K-12 education software products. Demand for such activities and documents may be the result of contractual obligations to provide state reporting customizations and/or enhancements as part of new customer implementations, changes or additions to state reporting requirements mandated by federal and state departments of education, product improvements resulting from defect notification by customers, internal decisions to add or improve product features and functions for federal or state reporting, and internal meetings resulting in action items to improve best practice or procedural process. To ensure continued high quality and market acceptance, it is critical that customer requirements for new and modified state and federal reporting capabilities are thoroughly solicited, analyzed, and documented, and that detailed functional and technical designs are accurately documented. Therefore, the SRC BA shall be responsible for the quality assurance life cycle of each assigned state. It is the primary role of the SRC BA to facilitate these important software development life cycle activities and to produce the artifacts and documentation required. The SRC BA works directly with Edupoint customers to solicit and gather product requirements, clearly define feature and function scope, facilitate process definition and redesign, and generate standard documentation thereof. In collaboration with the SRC BA Manager, the SRC BA functions as the technical liaison between state and federal agencies, developers in the Software Services Department and Edupoint customers. The SRC BA works closely with staff in the Customer Resource Center, Partner Success Managers and Project Managers to ensure product requirements and designs are effective and completed on schedule. Job Duties: § Maintain proficient knowledge of state reporting and federal guidelines in assigned state(s), as well as working towards becoming a Subject Matter Expert in all aspects of state reporting and federal requirements § Lead business and technical analysis sessions to identify requirements to meet current and projected demands for software product changes § Elicit requirements using interviews, analysis, workshops, storyboarding, use-case scenarios, and task/workflow analysis § Communicate and collaborate with external clients and internal staff to align state reporting with federal and state standards § Evaluate information gathered from multiple sources, reconcile conflicts, and decompose high-level information into specific details for general understanding § Maintain artifacts as required (using standard templates), including product requirements documents and functional and technical design documents § Maintain timely communication with customers and internal staff to meet deadlines § Monitor and maintain state dashboard ticket information ensuring proper documentation from CRC for development tickets § Align stakeholders on business process requirements, software and system requirements, and product features and functions § Report state project status to SRC BA Manager on a regular basis § Provide training for CRC for state reporting when required § Conduct product demonstrations for new customers when required § Provide internal 3rd level support to CRC for state and federal reporting § Work collaboratively with other subject matter experts, business analysts, team leads, and team members to improve best practices § Manage each state implementation as assigned § Ensure all state report requirements are gathered 90 days before the delivery date § Identify new state reporting requirements (new reports, extracts and/or modifications to existing processes) within 45 days of being communicated by the state agency § Maintain state roadmaps for deliverables using help desk state reporting extract screens and other tools § Participate in planning meetings for assigned states to ensure state deliverables are delivered in a timely manner § Maintain state and federal reporting requirements and quality assurance for each release cycle § Help with Development and execution test strategies and test cases based on functional design specifications § Provide assistance and participate in peer reviews with other members of the state reporting team § Participate in state vendor meetings onsite as well as during scheduled conference calls § Attend and present at Annual Users Conference § Other duties as assigned Job Requirements-Knowledge/Skills/Abilities: § Working level competence in the use of the Microsoft Office suite of products § Familiarity with K-12 Education software products preferred § Conversant with state-of-the-art software technologies, such as web-based solutions, SQL, XML, etc. § Experience and skills with Microsoft Visual Studio and associated source-code control tools preferred § Strong customer service orientation and skills § Strong attention to detail § Effective oral and written communication skills § Solid interviewing and facilitation skills § Skilled in documenting business requirements, use cases, activity diagrams, UML, Structured Analysis, etc. § Ability to work both independently and collaboratively § Strong analytical abilities § Well-developed ability to multitask EDUCATION AND/OR EXPERIENCE: § Bachelor's degree or equivalent work experience in customer service and/or quality assurance § 3 years’ experience in software business analysis work or related SRC analyst work preferred § Minimum 1 year of knowledge of Synergy™ SIS required CERTIFICATES, LICENSES, REGISTRATIONS: § None",https://www.indeed.com/cmp/Edupoint-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stlo9qgopp800&fromjk=63916141ea657291
Skanska USA,Data Visualization Specialist,"4235 Southstream Blvd Ste 200, Charlotte, NC 28217",4.1 out of 5,,Full time,,https://www.indeed.com/cmp/Skanska?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stluj6ge7c800&fromjk=2cfbc3ee558faa19
Synergy Global Technologies Inc.,Business Analyst,"Atlanta, GA",,,Contract,,https://www.indeed.com/cmp/Synergy-Global-Technologies-Inc.?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stm4mbi01p800&fromjk=5355fdb7f57434ee
"InterMetro Industries, Corporation",Data Analytics Specialist,"Wilkes-Barre, PA",,,Full time,"InterMetro Industries Corporation is seeking a Data Analytics Specialist for our Corporate HQ located in Wilkes-Barre, PA. The Data Analytics Specialist will possess a strong software mindset and passion for data generation. This position will require heavy use of Power BI or similar software tools. The role will provide analytics support to executive leadership to enable them to better understand, monitor, and manage the business on an ongoing basis. The ideal candidate will possess a strong IT education and/or experience. The Data Analytics Specialist will be a key member of the Finance Team.  Primary Responsibilities:  Qualifications:  What We Offer:  InterMetro Industries is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to sex, race, color, religion, national origin, age, marital status, political affiliation, sexual orientation, gender identity, genetic information, disability or protected veteran status. We are committed to providing a workplace free of any discrimination or harassment. No calls or agencies please. InterMetro Industries will only employ those who are legally authorized to work in the United States. This is not a position for which sponsorship will be provided. Individuals with temporary visas such as E, F-1, H-1, H-2, L, B, J, or TN or who need sponsorship for work authorization now or in the future, are not eligible for hire. Relocation assistance is not available for this position. If you need an accommodation to apply for this position, please email careers.metro@metro.com. Please allow for 24-48 hours for us to respond. #LI-AL1","https://www.indeed.com/cmp/Intermetro-Industries,-Corporation?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stmanah3lm800&fromjk=a33880dd381f62c3"
MileOne Autogroup,Data Analyst *ONSITE ONLY*,"1 Olympic Place, Towson, MD 21204",3.0 out of 5,,Full time,"** THIS POSITION WILL BE 100% IN OFFICE ** MileOne Autogroup is seeking a detail-oriented Data Analyst who will help us to enhance our growing analytics and business intelligence capabilities. The company has embraced and benefited from BI functions that have been implemented in the past 7 years, both in terms of units sold and profitability. This individual will help to expand data-driven processes and serve as a key member of the team that will set the direction for enterprise-wide BI efforts . Working under the supervision of the BI Manager, the ideal candidate will have the unique opportunity to interact with internal and external stakeholders including senior leaders and vendors to create and leverage best-in-class business intelligence capabilities in support of business objectives. The ideal candidate should have a passion for turning data into actionable insights. The Data Analyst position is ideal for a motivated and highly capable self-starter with a strong business acumen and sharp analytical and communication skills. Job Responsibilities: Qualifications: Our Employee Advantage: We believe that taking care of employees is an important step in creating a positive workplace and a successful company. With that in mind, MileOne is proud to offer programs designed to help our employees and their families’ succeed both at home and at work. We call it the MileOne Employee Advantage! In addition to traditional healthcare, training, career advancement and financial benefits, we also include an Employee Purchase Program, the Next Mile scholarship program for employees and family members, an Employee Assistance Program and more. MileOne Autogroup is dedicated to actively helping our communities, we have raised millions through local and national charities. For more information, visit our website MileOneJobs.com and click “Why MileOne”. MileOne Autogroup is an equal opportunity employer and we maintain a drug free work environment. By applying for this job, you agree to receive email communication, as well as telephone and/or SMS text communications using an autodialer or otherwise, at the number you have provided. Message and data rates may apply; text STOP to opt out after receiving text communications. Job Type: Full-time Pay: $5.00 per hour Expected hours: 40 per week Benefits: Compensation package: Experience level: Schedule: Experience: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Mileone-Autogroup?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stmh26h3np800&fromjk=e252427e9e12eed6
RSHARMA,"W2- Business Data Analyst-Wilmington, delaware","RSHARMA in Wilmington, DE 19803",,$50 - $55 an hour,"Full time, Contract","Business Analyst Financial Services or Investment management. Location: Wilmington. DE (100% Onsite) We are looking for a detail oriented, self-motivated, and collaborative Fund Data Specialist. The ideal candidate will use their knowledge of financial instruments and markets to build an excellent understanding of our product offering and technology platform. You will need to have excellent communication and proficient negotiation skills to work with a broad group of often senior executives in Product, Sales, Marketing, Technology, Legal and Compliance to ensure that we represent our product in the best possible way. Finally, you will need to analyze, manage, document and execute operational and technology changes. Key Job Responsibilities: RegardsRahul Sharma Job Types: Full-time, Contract Pay: $50.00 - $55.00 per hour Expected hours: 40 per week Benefits: Experience level: Schedule: Experience: Ability to Commute: Ability to Relocate: Willingness to travel: Work Location: In person",https://www.indeed.com/cmp/Rsharma?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stmnbvi0jg801&fromjk=e3e2d467d7c79842
Sperry Rail Inc.,Data Analyst *(3rd Shift)*,"Sperry Rail Inc. in Olathe, KS 66061",3.4 out of 5,$18 an hour,Full time,"SUMMARY OF POSITION: Data Analyst I To analyze ultrasonic test data received from Sperry’s Non-Stop test units(s). Generate lists of suspected rail defects within the respective Railway authorities’ timescale and compliance requirements, ensuring the data is transferred to the appropriate database/individuals. ESSENTIAL FUNCTIONS: · Using specialist software, interpret digital images to analyze ultra sonic data, identifying suspect rail defects to the agreed criteria but applying acquired judgment and knowledge. · Using appropriate checking mechanisms, review track positioning data files and make corrections using comparison against standard formats. · Using reporter software classify and prioritize images to the agreed individual railway industry specified criteria. · Using Twin View, compare previous and current data sets to the agreed time cycle and to required compliance legislation · Using Global Positioning System co-ordinates and a railway mapping tool, establish to 100% accuracy the actual vehicle route against the predetermined route and produce the track tested report · On a daily basis carry out all necessary archiving associated with the role DEPARTMENT SPECIFIC/NON-ESSENTIAL FUNCTIONS: Other duties as assigned with or without accommodation MINIMUM REQUIREMENTS: · Education: preferably previous experience as a rail tester. ORGANIZATIONAL RELATIONSHIPS/SCOPE: · Interacts at all levels within organization. · May interact with customers personnel. · Interacts across departmental boundaries. · Scope: Actions may have impact on customer relationships and financial condition of the Company. WORKING CONDITIONS: All work to be completed in the Olathe KS office unless otherwise described. *** Initial training for 1 month at our corporate office in Shelton CT *** SAFETY: Adhere to call company safety policies and procedures to ensure a safe work environment. Report any safety violations or fault conditions to supervisor. DISCLAIMER: The above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of employees assigned to this position. Job Type: Full-time Pay: $18.00 per hour Benefits: Experience level: Schedule: Experience: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Sperry-Rail?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stmtiri0gm800&fromjk=7a3c14446ca38295
IQ Inc,Data Analyst,"IQ Inc in Pittsburgh, PA 15219",4.3 out of 5,"$65,000 - $80,000 a year",Full time,"We are seeking a highly skilled Data Analyst specializing in Power BI and Agile/Scrum processes to join our software development teams. In this role, you will work closely with various technical and business segments to identify requirements, maintain and enhance reporting for critical metrics, and design and implement BI solutions as needed. Candidates will need to possess strong communication and presentation skills for collaborating with stakeholders, as well as strong organizational and project management skills for coordinating processes cross-functionally. This role will require some degree of on-site work (approximately 2 days a week) in Pittsburgh, PA. Local candidates are strongly preferred. Qualities that might make a strong candidate: Nice-to-haves: IQ Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, IQ Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. IQ Inc. expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of IQ Inc.’s employees to perform their job duties may result in discipline up to and including discharge. Job Type: Full-time Pay: $65,000.00 - $80,000.00 per year Benefits: Experience level: Schedule: Application Question(s): Ability to Commute: Work Location: Hybrid remote in Pittsburgh, PA 15219",https://www.indeed.com/cmp/Iq-Inc.?campaignid=mobvjcmp&from=mobviewjob&tk=1i2stn3isi0ha803&fromjk=367284d870deac37
